"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"14","200021_at","CFL1","1072","cofilin 1",0.268802967267192,8.62284285816016,0.588904766581867,0.562982854273893,0.985385771172176,-4.70925110717135
"15","200022_at","RPL18","6141","ribosomal protein L18",-0.380684456953821,10.297131839932,-0.735958787954986,0.470901252084646,0.985190326513492,-4.68161044066931
"16","200023_s_at","EIF3F","8665","eukaryotic translation initiation factor 3 subunit F",-0.122107207005767,7.55566017153394,-0.220914859050883,0.827556540778662,0.997133185919414,-4.75248706400006
"17","200024_at","RPS5","6193","ribosomal protein S5",0.29803128224342,9.8366743124481,0.542493177580984,0.593895545104349,0.985385771172176,-4.71678454093921
"18","200025_s_at","RPL27","6155","ribosomal protein L27",-0.114095204387734,9.80673267246138,-0.210545411688612,0.835522675119339,0.997133185919414,-4.75314519358587
"19","200026_at","RPL34","6164","ribosomal protein L34",-0.515750006502328,10.4485844303917,-0.972033335478994,0.343459084935392,0.985190326513492,-4.62591385241907
"20","200027_at","NARS1","4677","asparaginyl-tRNA synthetase 1",-0.546906527900331,6.21924821690852,-0.693425227908246,0.496579143817414,0.985190326513492,-4.69018382453249
"21","200028_s_at","STARD7","56910","StAR related lipid transfer domain containing 7",-0.551468028479935,5.98570944082327,-1.04791960297276,0.308051964487199,0.985190326513492,-4.60525606731888
"22","200030_s_at","SLC25A3","5250","solute carrier family 25 member 3",-0.454952958226309,7.68940009141975,-0.747138940413904,0.464285361592654,0.985190326513492,-4.6792803181158
"23","200034_s_at","RPL6","6128","ribosomal protein L6",-0.591650639184834,8.42079375923089,-1.1088976409238,0.281553748557953,0.985190326513492,-4.58775161420198
"24","200036_s_at","RPL10A","4736","ribosomal protein L10a",-0.524678424669052,9.01951070843803,-0.886808075074333,0.386462495632521,0.985190326513492,-4.64755887892954
"25","200037_s_at","CBX3","11335","chromobox 3",-0.411174126149831,4.66188031963397,-0.831947960085516,0.415952300618866,0.985190326513492,-4.66058707266458
"26","200039_s_at","PSMB2","5690","proteasome 20S subunit beta 2",-1.04364142577827,5.55977043302342,-1.87246356174344,0.076889150247209,0.985190326513492,-4.31363797622031
"27","200040_at","KHDRBS1","10657","KH RNA binding domain containing, signal transduction associated 1",-1.41390240302677,6.28731143326111,-2.5373722343245,0.0202625214560997,0.985190326513492,-4.02570159531718
"28","200043_at","ERH","2079","ERH mRNA splicing and mitosis factor",0.209651186145157,6.29861865985988,0.394576272438452,0.6976264094707,0.985385771172176,-4.73684393885423
"29","200045_at","ABCF1","23","ATP binding cassette subfamily F member 1",-0.357353839794639,6.88609397348301,-0.714792099293516,0.483579719719379,0.985190326513492,-4.68593487625844
"30","200046_at","DAD1","1603","defender against cell death 1",0.361049644878953,5.76719675030932,0.574998969353882,0.572156381142009,0.985385771172176,-4.71156929301066
"31","200047_s_at","YY1","7528","YY1 transcription factor",-0.47266146216484,4.7471046519701,-0.675418115720706,0.507689412957938,0.985190326513492,-4.69367312896809
"32","200048_s_at","JTB","10899","jumping translocation breakpoint",0.0895374551767194,6.89785364888421,0.179530121914469,0.859455416842121,0.997133185919414,-4.754926219874
"33","200049_at","KAT7","11143","lysine acetyltransferase 7",0.243407123415314,5.75244725830492,0.530759467906472,0.601842191568445,0.985385771172176,-4.71859659591393
"34","200050_at","ZNF146","7705","zinc finger protein 146",-0.727909114743454,4.32439638406199,-1.56921911862076,0.133388630251994,0.985190326513492,-4.43291601389715
"35","200051_at","SART1","9092","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",-0.0890547194121041,4.87726071914955,-0.171135015442816,0.865958594486009,0.997133185919414,-4.75535989535687
"36","200052_s_at","ILF2","3608","interleukin enhancer binding factor 2",-0.234248862029464,5.09404907020949,-0.392074852319252,0.699442206362623,0.985385771172176,-4.73713054072811
"37","200055_at","TAF10","6881","TATA-box binding protein associated factor 10",-0.0973310467413091,7.00638717871264,-0.167317934444841,0.868918735311646,0.997133185919414,-4.75555024862537
"38","200057_s_at","NONO","4841","non-POU domain containing octamer binding",-0.595951070643169,8.19491425396627,-1.14519257589041,0.266596858202289,0.985190326513492,-4.57696357718183
"39","200059_s_at","RHOA","387","ras homolog family member A",-0.808792391070192,6.77278930597743,-1.3994966212561,0.178059062979164,0.985190326513492,-4.49425451128693
"40","200060_s_at","RNPS1","10921","RNA binding protein with serine rich domain 1",-0.140859703501221,6.64694810919857,-0.292278399051664,0.773296729974996,0.996627973873627,-4.74710990410229
"41","200061_s_at","RPS24","6229","ribosomal protein S24",-0.607092499955336,9.78035870639606,-0.92566277413533,0.366431724357478,0.985190326513492,-4.63789948048299
"42","200062_s_at","RPL30","6156","ribosomal protein L30",0.400722206622046,10.5598274180925,0.796621916729432,0.435683584459082,0.985190326513492,-4.6685900627232
"43","200063_s_at","NPM1","4869","nucleophosmin 1",-0.748384271036224,7.88138338136818,-1.18481626877422,0.250952487243878,0.985190326513492,-4.56488101670799
"44","200066_at","IK","3550","IK cytokine",-0.450352055587178,6.1582182254304,-0.762538439801266,0.45526488868643,0.985190326513492,-4.67601912827981
"45","200067_x_at","SNX3","8724","sorting nexin 3",-0.0370653994384709,6.15096053107211,-0.0666139215083738,0.947597185630008,0.997133185919414,-4.75902531702582
"46","200068_s_at","CANX","821","calnexin",0.481256118725168,8.33313276578519,0.851517233060897,0.40527137012964,0.985190326513492,-4.65602274651513
"47","200069_at","SART3","9733","spliceosome associated factor 3, U4/U6 recycling protein",-0.155075082877381,4.37473974981864,-0.308011369279619,0.761483351676903,0.992770444335525,-4.74572618118314
"48","200070_at","CNPPD1","27013","cyclin Pas1/PHO80 domain containing 1",-0.670884907288684,4.17810229066503,-1.35867459376133,0.190438669643448,0.985190326513492,-4.50831929858117
"49","200074_s_at","RPL14","9045","ribosomal protein L14",-0.509665203587485,8.9485472105961,-0.951350042985219,0.353580385294023,0.985190326513492,-4.63132079327259
"50","200077_s_at","OAZ1","4946","ornithine decarboxylase antizyme 1",0.393554413376544,8.80132575874329,0.608103312621633,0.550445130020052,0.985385771172176,-4.70596538971137
"51","200078_s_at","ATP6V0B","533","ATPase H+ transporting V0 subunit b",-0.701269390898445,5.76096338841434,-1.10888915942122,0.281557314396982,0.985190326513492,-4.58775410341237
"52","200081_s_at","RPS6","6194","ribosomal protein S6",-0.733551613810992,9.4028808193012,-1.32354490438742,0.201632518416278,0.985190326513492,-4.52019308423547
"53","200083_at","USP22","23326","ubiquitin specific peptidase 22",-0.432054330017241,5.17565603514635,-0.779009570222112,0.445735779646726,0.985190326513492,-4.67246511424613
"54","200084_at","C11orf58","10944","chromosome 11 open reading frame 58",-0.286857928928545,5.88619018554092,-0.448952176842051,0.658633418507708,0.985385771172176,-4.7301779009669
"55","200085_s_at","ELOB","6923","elongin B",0.0285598810028276,6.53654903285577,0.057146907264661,0.955035307057546,0.997369305919868,-4.7591983455241
"56","200086_s_at","COX4I1","1327","cytochrome c oxidase subunit 4I1",-0.808364271489383,8.11578638030052,-1.47965935068391,0.155639457563779,0.985190326513492,-4.46583711219803
"57","200087_s_at","TMED2","10959","transmembrane p24 trafficking protein 2",-1.13950839616412,6.02463883478734,-1.45915576156642,0.161141634963393,0.985190326513492,-4.4732032224679
"58","200091_s_at","RPS25","6230","ribosomal protein S25",-0.12882165609487,7.42377345332895,-0.203646904116306,0.840832515056472,0.997133185919414,-4.75356564757382
"59","200092_s_at","RPL37","6167","ribosomal protein L37",-0.491515696488291,8.79917753154776,-0.880101586931548,0.389991849841587,0.985190326513492,-4.64919016191011
"60","200093_s_at","HINT1","3094","histidine triad nucleotide binding protein 1",-0.87187170873371,6.49392432459831,-1.59716413399449,0.127015075610357,0.985190326513492,-4.42240642407115
"61","200097_s_at","HNRNPK","3190","heterogeneous nuclear ribonucleoprotein K",-0.658008493178876,5.62489475497396,-0.967369241427976,0.345723797170755,0.985190326513492,-4.62714160905502
"62","200098_s_at","ANAPC5","51433","anaphase promoting complex subunit 5",0.207837672856165,6.77269604327814,0.360234826538235,0.722714383904582,0.987829207994114,-4.74062351337553
"63","200593_s_at","HNRNPU","3192","heterogeneous nuclear ribonucleoprotein U",-1.00206058980782,6.84650231487905,-2.20809406031447,0.0399558742482173,0.985190326513492,-4.17127581375835
"64","200595_s_at","EIF3A","8661","eukaryotic translation initiation factor 3 subunit A",-1.07482173280654,4.51917884094832,-1.59661884754164,0.127136947386116,0.985190326513492,-4.42261253292344
"65","200600_at","MSN","4478","moesin",-1.3577466183587,6.17379897105226,-1.68224373510153,0.109170291619366,0.985190326513492,-4.38976234997483
"66","200603_at","PRKAR1A","5573","protein kinase cAMP-dependent type I regulatory subunit alpha",-0.090592150158233,4.00085771809971,-0.132254968743288,0.896197453676669,0.997133185919414,-4.75709877094412
"67","200608_s_at","RAD21","5885","RAD21 cohesin complex component",-0.753759337178651,3.83367874565056,-1.24743963525026,0.227656361245154,0.985190326513492,-4.54515634572314
"68","200609_s_at","WDR1","9948","WD repeat domain 1",-0.416436273280818,7.02484951815259,-0.755236172464341,0.459528929299838,0.985190326513492,-4.67757299362088
"69","200610_s_at","NCL","4691","nucleolin",-1.11956708657773,6.9115468079399,-2.09071847285843,0.0504754429178921,0.985190326513492,-4.22199238364806
"70","200612_s_at","AP2B1","163","adaptor related protein complex 2 subunit beta 1",0.213054035036845,5.57709474100939,0.414699676755105,0.683087618812077,0.985385771172176,-4.73447395131993
"71","200613_at","AP2M1","1173","adaptor related protein complex 2 subunit mu 1",-0.31577146197693,5.51919873869847,-0.589485756644631,0.56260125667509,0.985385771172176,-4.70915312181042
"72","200614_at","CLTC","1213","clathrin heavy chain",-0.945975261056947,6.47325450378133,-1.22267169422194,0.236663344372962,0.985190326513492,-4.55304793915355
"73","200618_at","LASP1","3927","LIM and SH3 protein 1",-0.315246691821665,5.23725966871499,-0.438176884418988,0.66628548890259,0.985385771172176,-4.73156483957552
"74","200620_at","TMEM59","9528","transmembrane protein 59",0.119777639067232,6.6262759631062,0.26510413667785,0.793833913323613,0.997133185919414,-4.74933156849769
"75","200621_at","CSRP1","1465","cysteine and glycine rich protein 1",-0.20071539068407,5.10513175768767,-0.434614892547715,0.668823378165264,0.985385771172176,-4.7320161714002
"76","200627_at","PTGES3","10728","prostaglandin E synthase 3",-1.06224445441368,6.2971163256753,-1.2539559437892,0.225331114655108,0.985190326513492,-4.54306079865264
"77","200629_at","WARS1","7453","tryptophanyl-tRNA synthetase 1",-0.654584022026951,5.96058163948938,-0.924995536059838,0.366769696287603,0.985190326513492,-4.63806833418432
"78","200633_at","UBB","7314","ubiquitin B",0.0430918841282715,11.1731245895776,0.0860343280618421,0.932355024505069,0.997133185919414,-4.75858760462565
"79","200634_at","PFN1","5216","profilin 1",-0.0764576513948363,7.57017796459066,-0.111257332818818,0.9125995684379,0.997133185919414,-4.75785311525365
"80","200640_at","YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",0.185857346996898,5.79844562909439,0.31645801558579,0.755165558442306,0.992660603763802,-4.74495389215723
"81","200642_at","SOD1","6647","superoxide dismutase 1",-0.560778864726899,7.90049306241827,-0.818814489059999,0.423220506708375,0.985190326513492,-4.6635981331546
"82","200644_at","MARCKSL1","65108","MARCKS like 1",-0.334105055729792,5.91127128678827,-0.62799711165352,0.537611968849491,0.985385771172176,-4.70245705274868
"83","200645_at","GABARAP","11337","GABA type A receptor-associated protein",-0.382194660358793,7.24079899205637,-0.66808100135986,0.512256563228015,0.985190326513492,-4.69507071643026
"84","200649_at","NUCB1","4924","nucleobindin 1",-0.225703556717674,5.02858973937516,-0.497694854245234,0.624509811548451,0.985385771172176,-4.72350005583574
"85","200650_s_at","LDHA","3939","lactate dehydrogenase A",-0.583911819078906,7.69092741568312,-0.750772404339784,0.462147352675541,0.985190326513492,-4.67851623782256
"86","200652_at","SSR2","6746","signal sequence receptor subunit 2",0.139993760984138,7.56801860036814,0.313650836195503,0.757263289447305,0.992660603763802,-4.74521283288152
"87","200656_s_at","P4HB","5034","prolyl 4-hydroxylase subunit beta",-0.235910427591891,3.94698509915843,-0.485632306509012,0.632877719008812,0.985385771172176,-4.72521400300483
"88","200657_at","SLC25A5","292","solute carrier family 25 member 5",-0.651458011445476,7.6430090762679,-1.198751682006,0.245618249105605,0.985190326513492,-4.56055750916692
"89","200660_at","S100A11","6282","S100 calcium binding protein A11",-0.282832903218061,4.8372921077796,-0.523122913074855,0.607041773644995,0.985385771172176,-4.71975572286994
"90","200661_at","CTSA","5476","cathepsin A",0.641547596702802,5.48264071672977,1.36917975426923,0.187189070808415,0.985190326513492,-4.50472693157294
"91","200662_s_at","TOMM20","9804","translocase of outer mitochondrial membrane 20",-0.890066699336888,4.61376403275612,-1.63219464019581,0.119389452092477,0.985190326513492,-4.4090809259956
"92","200663_at","CD63","967","CD63 molecule",-0.732422747747695,6.08025286048281,-1.11990337824311,0.27695455599289,0.985190326513492,-4.58450899676845
"93","200666_s_at","DNAJB1","3337","DnaJ heat shock protein family (Hsp40) member B1",-0.242039405022993,7.90928748679219,-0.269858446231393,0.790229139084956,0.997133185919414,-4.74895829315932
"94","200668_s_at","UBE2D3","7323","ubiquitin conjugating enzyme E2 D3",-1.57571610836718,6.39512313725326,-2.96613659534109,0.00804051471570638,0.985190326513492,-3.83399686840415
"95","200673_at","LAPTM4A","9741","lysosomal protein transmembrane 4 alpha",-0.730771266324993,5.18018023989022,-1.36164529486806,0.189515205789025,0.985190326513492,-4.5073053545785
"96","200674_s_at","RPL32","6161","ribosomal protein L32",-0.198143341238914,11.322810879732,-0.441027007714697,0.664257771286847,0.985385771172176,-4.73120114706197
"97","200677_at","PTTG1IP","754","PTTG1 interacting protein",0.122213106073768,6.89027375108509,0.235677910803391,0.816248352189145,0.997133185919414,-4.7514960120574
"98","200681_at","GLO1","2739","glyoxalase I",0.504800070142749,5.45035170259517,0.941821719586335,0.358311038062984,0.985190326513492,-4.63377878813335
"99","200682_s_at","UBE2L3","7332","ubiquitin conjugating enzyme E2 L3",-0.225097469628848,5.70711792052731,-0.487401820623424,0.631646965909292,0.985385771172176,-4.72496509266855
"100","200686_s_at","SRSF11","9295","serine and arginine rich splicing factor 11",-0.501830472727447,5.55646641295186,-0.948716908109829,0.35488340360145,0.985190326513492,-4.63200213712055
"101","200687_s_at","SF3B3","23450","splicing factor 3b subunit 3",0.0878400732337807,5.82174868559084,0.184688773342946,0.855464403592312,0.997133185919414,-4.75464949485562
"102","200691_s_at","HSPA9","3313","heat shock protein family A (Hsp70) member 9",-1.38741176409653,6.05420154924044,-1.90596024864948,0.0721687929667561,0.985190326513492,-4.29983908520999
"103","200694_s_at","DDX24","57062","DEAD-box helicase 24",0.0173196060281491,6.75212481366919,0.0305336752046651,0.975965457201678,0.997369305919868,-4.75954300683334
"104","200699_at","KDELR2","11014","KDEL endoplasmic reticulum protein retention receptor 2",-0.217593953801608,4.95703143828015,-0.34269193077992,0.735658046605052,0.989013405721191,-4.74242469497066
"105","200703_at","DYNLL1","8655","dynein light chain LC8-type 1",0.66944476576144,5.77188988778732,1.28971014366224,0.212898261400877,0.985190326513492,-4.53142202532321
"106","200704_at","LITAF","9516","lipopolysaccharide induced TNF factor",-0.879484264612948,7.00227777036747,-1.61126473547045,0.12389758164503,0.985190326513492,-4.4170625200283
"107","200707_at","PRKCSH","5589","protein kinase C substrate 80K-H",0.148705222285019,5.01585591327556,0.236159602241832,0.815880068455696,0.997133185919414,-4.75146260689139
"108","200708_at","GOT2","2806","glutamic-oxaloacetic transaminase 2",0.405619343745377,4.97126677531867,0.813654627674355,0.426097917698238,0.985190326513492,-4.66476957774419
"109","200710_at","ACADVL","37","acyl-CoA dehydrogenase very long chain",0.218766427196347,6.09840676627901,0.46990920469274,0.64386164270364,0.985385771172176,-4.72738760444309
"110","200713_s_at","MAPRE1","22919","microtubule associated protein RP/EB family member 1",-0.110056805039221,7.21869440156746,-0.218159467981379,0.829671485000077,0.997133185919414,-4.75266500300026
"111","200717_x_at","RPL7","6129","ribosomal protein L7",-0.722085888717338,9.51724077981068,-1.36681290212425,0.187917327136487,0.985190326513492,-4.50553795806707
"112","200718_s_at","SKP1","6500","S-phase kinase associated protein 1",-0.797724941083173,6.71472700527769,-1.24206917352378,0.229586598902598,0.985190326513492,-4.54687738749542
"113","200726_at","PPP1CC","5501","protein phosphatase 1 catalytic subunit gamma",0.182989285894835,6.53062427440349,0.380829173714006,0.707628375612859,0.985385771172176,-4.73839712218254
"114","200728_at","ACTR2","10097","actin related protein 2",-0.00947184554069924,7.00567555872108,-0.0195071409015637,0.984643491741127,0.997440977219361,-4.75962451715331
"115","200738_s_at","PGK1","5230","phosphoglycerate kinase 1",-0.675102685076364,5.55625703754131,-0.876848392358088,0.391711489366104,0.985190326513492,-4.64997762112443
"116","200740_s_at","SUMO3","6612","small ubiquitin like modifier 3",0.192110822347149,5.39462139577375,0.327881437840203,0.746649431232749,0.992603754806206,-4.74387682228629
"117","200741_s_at","RPS27","6232","ribosomal protein S27",-0.0640629006391471,10.2781775804053,-0.142441192688275,0.888257360942087,0.997133185919414,-4.7566861169698
"118","200743_s_at","TPP1","1200","tripeptidyl peptidase 1",-0.221185292626651,5.97937130172236,-0.395027997889466,0.69729869829986,0.985385771172176,-4.73679199333152
"119","200745_s_at","GNB1","2782","G protein subunit beta 1",0.357799984280577,6.66504576874361,0.607434182026718,0.550879597668775,0.985385771172176,-4.70608156348723
"120","200747_s_at","NUMA1","4926","nuclear mitotic apparatus protein 1",0.58578918562283,6.69847672994528,1.26434850553355,0.221660710331231,0.985190326513492,-4.53970223383323
"121","200748_s_at","FTH1","2495","ferritin heavy chain 1",-0.86129992353097,9.10285963922259,-1.58428338736914,0.129920322695277,0.985190326513492,-4.42726415447721
"122","200750_s_at","RAN","5901","RAN, member RAS oncogene family",-0.660548026703335,5.29755739330476,-1.00837641262255,0.326163881791936,0.985190326513492,-4.61617954841904
"123","200752_s_at","CAPN1","823","calpain 1",0.554690962589627,4.51796145987972,1.18009331742933,0.25278006603675,0.985190326513492,-4.56633764558494
"124","200757_s_at","CALU","813","calumenin",-0.111943720779103,4.88790461739683,-0.231817817918476,0.81920121776627,0.997133185919414,-4.75176126986273
"125","200761_s_at","ARL6IP5","10550","ADP ribosylation factor like GTPase 6 interacting protein 5",-0.144896583878254,5.09915046565165,-0.242683776990132,0.810896290794838,0.997133185919414,-4.75100350987264
"126","200766_at","CTSD","1509","cathepsin D",-0.469429504884848,3.86099394729468,-0.990945533042494,0.334381271187584,0.985190326513492,-4.62088520346702
"127","200768_s_at","MAT2A","4144","methionine adenosyltransferase 2A",-0.772015211985776,7.39571846839601,-1.51984367917342,0.145303435844525,0.985190326513492,-4.45121301196267
"128","200771_at","LAMC1","3915","laminin subunit gamma 1",0.746472094349722,3.4244170318081,1.62664788190272,0.120570439739956,0.985190326513492,-4.41120187387282
"129","200773_x_at","PTMA","5757","prothymosin alpha",-0.0842577688185013,7.15108885491048,-0.153530337028016,0.87962724969992,0.997133185919414,-4.75620222688896
"130","200782_at","ANXA5","308","annexin A5",-0.0883847155429196,5.3618247901406,-0.178234857154578,0.860458119190041,0.997133185919414,-4.75499447777254
"131","200789_at","ECH1","1891","enoyl-CoA hydratase 1",0.101551184064968,5.36379059151179,0.184949815872288,0.855262552235869,0.997133185919414,-4.75463528469785
"132","200790_at","ODC1","4953","ornithine decarboxylase 1",-0.913562777167475,7.06502442102282,-1.43893335006243,0.166723008187554,0.985190326513492,-4.48040335999995
"133","200792_at","XRCC6","2547","X-ray repair cross complementing 6",-0.747714497853942,7.41570621899555,-1.51231295618932,0.147196025023569,0.985190326513492,-4.45397221854241
"134","200797_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",-0.635682141635661,7.85477499371039,-1.0897915096774,0.289670684417728,0.985190326513492,-4.59332090621996
"135","200804_at","TMBIM6","7009","transmembrane BAX inhibitor motif containing 6",-0.341875611304361,7.31105516285289,-0.588842507600833,0.563023754343068,0.985385771172176,-4.70926160192577
"136","200807_s_at","HSPD1","3329","heat shock protein family D (Hsp60) member 1",-0.446521052509935,7.09652883895776,-0.520518169048186,0.608820247372552,0.985385771172176,-4.72014743781355
"137","200810_s_at","CIRBP","1153","cold inducible RNA binding protein",-0.871519064632832,5.30630202356534,-1.63790997232383,0.118182840988393,0.985190326513492,-4.40689126293367
"138","200812_at","CCT7","10574","chaperonin containing TCP1 subunit 7",-0.499254810449955,6.70650836123189,-0.993761568249213,0.3330440160254,0.985190326513492,-4.62012956982107
"139","200814_at","PSME1","5720","proteasome activator subunit 1",-0.183405258030831,7.26133019946682,-0.414299495676595,0.68337552962888,0.985385771172176,-4.73452219517753
"140","200816_s_at","PAFAH1B1","5048","platelet activating factor acetylhydrolase 1b regulatory subunit 1",-0.062733538335868,5.12683042988538,-0.114613728564667,0.909974842892763,0.997133185919414,-4.75774124899911
"141","200817_x_at","RPS10","6204","ribosomal protein S10",-0.536810224263325,11.2084465074448,-1.15650248092594,0.262059030371,0.985190326513492,-4.5735469437283
"142","200818_at","ATP5PO","539","ATP synthase peripheral stalk subunit OSCP",-0.605842064542512,6.72353073147827,-1.00489625659722,0.327793083385602,0.985190326513492,-4.6171244521354
"143","200819_s_at","RPS15","6209","ribosomal protein S15",-0.0863035156127641,10.4951539891177,-0.163711769160475,0.871717139667789,0.997133185919414,-4.755726159584
"144","200826_at","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide",-0.2092377310382,7.85515934605036,-0.462193266232173,0.649283041261261,0.985385771172176,-4.7284291641189
"145","200837_at","BCAP31","10134","B cell receptor associated protein 31",-0.00394634783611636,6.66052734240845,-0.00762796590247214,0.993994734948613,0.997440977219361,-4.75967213661451
"146","200839_s_at","CTSB","1508","cathepsin B",0.300348915473793,6.216831274664,0.554476212377773,0.585834019981666,0.985385771172176,-4.71489529830068
"147","200840_at","KARS1","3735","lysyl-tRNA synthetase 1",-0.00625976177350918,6.65960985597477,-0.0115279277412854,0.990924532916812,0.997440977219361,-4.75966110003774
"148","200845_s_at","PRDX6","9588","peroxiredoxin 6",-0.679548285339378,4.46399357270543,-1.18759737150912,0.249880996559415,0.985190326513492,-4.56402122138585
"149","200846_s_at","PPP1CA","5499","protein phosphatase 1 catalytic subunit alpha",0.479652735977705,5.97494715734758,0.834416678855397,0.414595034041219,0.985190326513492,-4.66001638651258
"150","200847_s_at","SARAF","51669","store-operated calcium entry associated regulatory factor",-0.864312504959001,7.98196117025097,-1.14402249982448,0.267069642597215,0.985190326513492,-4.57731556914632
"151","200852_x_at","GNB2","2783","G protein subunit beta 2",-0.395177119097217,6.09245637947919,-0.780967937395941,0.444611025925657,0.985190326513492,-4.67203804545537
"152","200854_at","NCOR1","9611","nuclear receptor corepressor 1",0.42177846554956,4.87847698253235,0.922917043919191,0.367823849135297,0.985190326513492,-4.63859366260788
"153","200863_s_at","RAB11A","8766","RAB11A, member RAS oncogene family",0.0218118548265993,6.29671991600019,0.0404005156111731,0.968202693749471,0.997369305919868,-4.75943962175204
"154","200866_s_at","PSAP","5660","prosaposin",-0.605126854785695,5.7268513246482,-0.911855425494775,0.373468293839976,0.985190326513492,-4.64137251943569
"155","200867_at","RNF114","55905","ring finger protein 114",-0.0949267255994282,3.60901443279317,-0.197821426031493,0.845322556720237,0.997133185919414,-4.75390987689882
"156","200870_at","STRAP","11171","serine/threonine kinase receptor associated protein",-0.506501520181824,5.72636283780412,-0.956221005339037,0.351178603100669,0.985190326513492,-4.63005621505456
"157","200873_s_at","CCT8","10694","chaperonin containing TCP1 subunit 8",-2.57805035813567,5.79239261134115,-4.77425265490447,0.0001379526649765,0.279492099242389,-3.11291302339514
"158","200876_s_at","PSMB1","5689","proteasome 20S subunit beta 1",-1.1449800445685,5.19305375059773,-1.60174622203155,0.12599485683844,0.985190326513492,-4.42067286212758
"159","200877_at","CCT4","10575","chaperonin containing TCP1 subunit 4",-1.29085697117415,7.10613352215957,-2.4072862968373,0.0265969612776249,0.985190326513492,-4.08363300100313
"160","200880_at","DNAJA1","3301","DnaJ heat shock protein family (Hsp40) member A1",-1.17420966261422,6.07090281463779,-1.89766410828305,0.073313363984879,0.985190326513492,-4.30326658805166
"161","200882_s_at","PSMD4","5710","proteasome 26S subunit, non-ATPase 4",-0.30740413677026,4.72948764348618,-0.694991174479043,0.495619632275319,0.985190326513492,-4.68987641810127
"162","200886_s_at","PGAM1","5223","phosphoglycerate mutase 1",-0.608074582985951,6.61694210506877,-1.12633400787718,0.274293015672652,0.985190326513492,-4.58260275313913
"163","200887_s_at","STAT1","6772","signal transducer and activator of transcription 1",-0.710886655214208,5.47804460282509,-0.896173391696741,0.381569312887721,0.985190326513492,-4.64526305441731
"164","200891_s_at","SSR1","6745","signal sequence receptor subunit 1",0.168527118516614,3.94291018196062,0.361917980132398,0.721476932529849,0.987829207994114,-4.74044608230919
"165","200893_at","TRA2B","6434","transformer 2 beta homolog",-0.988324513706059,5.89347763381228,-1.49274627856159,0.15220885878945,0.985190326513492,-4.46110141774727
"166","200895_s_at","FKBP4","2288","FKBP prolyl isomerase 4",-0.640298326415405,7.17034708437544,-0.928970029669328,0.364759624226375,0.985190326513492,-4.63706101034656
"167","200899_s_at","OGA","10724","O-GlcNAcase",-0.0364573397073258,4.43523660703291,-0.065203096009813,0.948705358363964,0.997133185919414,-4.75905277993067
"168","200902_at","SELENOF","9403","selenoprotein F",0.0969491849967041,3.44842213915528,0.165970256868122,0.869964334803585,0.997133185919414,-4.7556164354216
